institution_id,period_id,disorder_index,field_id
72951846,0,0.9286422200198216,0
72951846,1,0.9723546234509056,0
72951846,2,0.9517625231910947,0
72951846,3,0.9352720450281425,0
74680897,0,0.4182358771060456,0
74680897,1,0.24213536701620592,0
74680897,2,0.1790352504638219,0
74680897,3,0.3330206378986867,0
74760111,0,0.12289395441030723,0
74760111,1,,0
74760111,2,0.08348794063079777,0
74760111,3,0.03564727954971857,0
74775410,0,0.7522299306243806,0
74775410,1,0.6434699714013346,0
74775410,2,0.6938775510204082,0
74775410,3,0.5863039399624765,0
74973139,0,0.7869177403369673,0
74973139,1,0.6911344137273594,0
74973139,2,0.8070500927643784,0
74973139,3,0.8198874296435272,0
75027704,0,0.9712586719524281,0
75027704,1,0.9790276453765491,0
75027704,2,0.9276437847866419,0
75027704,3,0.9896810506566605,0
75420490,0,0.49256689791873143,0
75420490,1,0.8589132507149666,0
75420490,2,0.5825602968460112,0
75420490,3,0.7579737335834896,0
75421653,0,0.7502477700693756,0
75421653,1,0.8102955195424214,0
75421653,2,0.6326530612244898,0
75421653,3,0.7410881801125704,0
75929689,0,0.796828543111992,0
75929689,1,0.544327931363203,0
75929689,2,0.5380333951762524,0
75929689,3,0.4652908067542214,0
76766440,0,0.5034687809712587,0
76766440,1,0.4642516682554814,0
76766440,2,0.3395176252319109,0
76766440,3,0.5637898686679175,0
76835614,0,0.9603567888999008,0
76835614,1,0.9704480457578646,0
76835614,2,0.9564007421150278,0
76835614,3,0.9943714821763602,0
77920804,0,0.39345887016848363,0
77920804,1,0.6587225929456625,0
77920804,2,0.4313543599257885,0
77920804,3,0.6360225140712945,0
78577930,0,0.8235877106045589,0
78577930,1,0.8903717826501429,0
78577930,2,0.8719851576994434,0
78577930,3,0.8724202626641651,0
78715868,0,0.8582755203171457,0
78715868,1,0.9018112488083889,0
78715868,2,0.9257884972170687,0
78715868,3,0.9071294559099438,0
79272384,0,0.798810703666997,0
79272384,1,0.7264061010486177,0
79272384,2,0.6363636363636364,0
