topic_id,feature_0,feature_1
12835,-41.57047653198242,25.737260818481445
12867,-55.89216613769531,11.42550563812256
12946,-3.640470981597901,-12.857279777526855
13012,-44.850433349609375,17.428171157836914
13047,-45.90120315551758,19.343585968017575
13157,-56.6225700378418,24.49563980102539
13187,-3.739180088043213,-12.951313018798828
13188,-44.75511932373047,-37.28678512573242
13221,-54.00178527832031,-7.835154056549072
13223,-36.073482513427734,37.08237838745117
13326,-46.31837844848633,4.292890548706055
13426,-54.66259002685547,25.527877807617188
13437,-41.414756774902344,25.986534118652344
13454,-46.40250778198242,-41.30881118774414
13526,-50.462406158447266,24.810640335083008
13651,-52.802459716796875,-6.1825270652771
13725,-42.73305892944336,-9.622756004333496
13736,-48.92871856689453,0.2301591634750366
13937,-60.593875885009766,16.09588623046875
14049,-34.31532287597656,-4.835249900817871
14065,-8.559303283691406,1.796773076057434
14135,-8.639451026916504,1.808314085006714
14285,-47.75483703613281,-14.087202072143556
10147,-32.55472183227539,12.504232406616213
10343,-25.821977615356445,-36.876766204833984
11319,-51.67748260498047,-6.059072971343994
11193,-48.76620101928711,23.464563369750977
11505,-26.219411849975582,-7.058877944946289
12976,-44.30600357055664,-16.47987174987793
13415,-49.72612380981445,24.069433212280273
10857,-13.355951309204102,-58.28945541381836
10897,-24.263952255249023,15.143640518188477
13817,-49.101043701171875,-5.709030628204346
10031,-54.33544158935547,34.704925537109375
10371,-53.14275741577149,33.3703727722168
10469,-50.12074279785156,40.61152648925781
10506,-28.329797744750977,-7.646324157714844
10580,-54.872589111328125,34.32863998413086
10993,-50.58173751831055,36.87092590332031
11020,-54.364234924316406,34.6399040222168
11313,-53.27805709838867,29.03045654296875
11346,-46.105934143066406,38.252098083496094
11403,-31.745086669921875,3.3278138637542725
11510,-22.46884536743164,56.548057556152344
11597,-51.016944885253906,31.680652618408203
11668,-53.39322280883789,32.99843215942383
11725,-53.64657211303711,36.158084869384766
12159,-28.347734451293945,7.94699239730835
12255,-21.58882713317871,14.19520378112793
12387,-53.40058135986328,30.206029891967773
12477,-53.316925048828125,31.64620018005371
12528,-41.80842208862305,35.87684631347656
