similarity_score,institution_id_scaled2,institution_id_scaled2_neighbor
0.9923375844955444,40,173
0.9922631978988647,40,267
0.9921820163726807,40,249
0.9921769499778748,40,308
0.9921008348464966,40,53
0.9915004968643188,40,253
0.9907665252685547,40,65
0.9900647401809692,40,260
0.9999746084213257,41,746
0.9998241066932678,41,24
0.9995366334915161,41,167
0.9993455410003662,41,163
0.9992491602897644,41,51
0.9991510510444641,41,31
0.998997151851654,41,940
0.9985422492027283,41,0
0.9984610676765442,41,324
0.9981245398521423,41,349
0.9976747035980225,41,88
0.9974294900894165,41,336
0.9973567724227905,41,432
0.9968562126159668,41,355
0.9966549873352051,41,187
0.9964774250984192,41,743
0.9963996410369873,41,685
0.9955134987831116,41,33
0.9953900575637817,41,709
0.9945427775382996,41,117
0.9996770024299622,42,275
0.9992508292198181,42,269
0.9991223216056824,42,787
0.9982513785362244,42,803
0.9980568885803223,42,219
0.9979655742645264,42,1050
0.9968630075454712,42,456
0.995557427406311,42,1003
0.9955557584762573,42,197
0.9952868819236755,42,1082
0.9952107667922974,42,125
0.9949418902397156,42,315
0.9942569732666016,42,1080
0.9941335320472717,42,718
0.9940794110298157,42,841
0.9934384822845459,42,1005
0.993301510810852,42,952
0.9929413199424744,42,1047
0.9926961064338684,42,106
0.9923561811447144,42,195
0.9871864914894104,43,925
0.9858555793762207,43,926
0.9829789996147156,43,814
0.9797929525375366,43,922
0.9783233404159546,43,847
0.9769468307495117,43,1068
0.9746173024177551,43,516
0.9739806056022644,43,839
0.9738267064094543,43,854
0.9729726910591125,43,894
0.9719445109367371,43,537
0.9695414304733276,43,509
0.9691279530525208,43,801
0.9675577878952026,43,851
0.9667612314224243,43,703
0.9663739800453186,43,520
0.9652662873268127,43,816
0.9643396139144897,43,804
0.963394284248352,43,547
0.962895393371582,43,970
0.9999171495437622,44,5
0.9981499314308167,44,387
0.9969424605369568,44,52
0.9964858889579773,44,257
0.9963590502738953,44,296
0.9951583743095398,44,169
0.9942857623100281,44,380
0.9942654371261597,44,99
0.9938105344772339,44,184
0.9937530159950256,44,16
0.9935653209686279,44,495
0.9934131503105164,44,425
0.9921228289604187,44,19
0.9921075701713562,44,70
0.9919824600219727,44,36
0.9915241599082947,44,288
0.990247368812561,44,223
0.9893747568130493,44,304
0.9893071055412292,44,339
0.988463282585144,44,211
0.9998342990875244,45,20
0.9997903108596802,45,40
0.999541699886322,45,206
0.999455451965332,45,177
0.9994233250617981,45,23
0.9987604022026062,45,246
0.9984745979309082,45,141
0.9983934760093689,45,675
0.9983274936676025,45,226
0.9974785447120667,45,735
0.996732771396637,45,249
0.996700644493103,45,370
0.9963861107826233,45,53
0.9961003065109253,45,165
0.995975136756897,45,260
0.9959599375724792,45,308
0.9958686232566833,45,173
0.9952784180641174,45,145
0.9948691725730896,45,32
0.9934520125389099,45,918
0.9918657541275024,46,238
0.984950840473175,46,71
0.9814992547035217,46,982
0.9760116338729858,46,367
0.9738994240760803,46,137
0.9723004698753357,46,1000
0.9722979664802551,46,416
0.9702449440956116,46,170
0.9663435816764832,46,786
0.9661169648170471,46,183
0.9635041952133179,46,919
0.9624015688896179,46,9
0.9621800184249878,46,702
0.9559584259986877,46,194
0.9548541307449341,46,345
0.9517086744308472,46,438
0.9487492442131042,46,59
0.9486917853355408,46,222
0.9458879232406616,46,371
0.9431719779968262,46,87
0.9976324439048767,47,378
0.9939221739768982,47,407
0.9897197484970093,47,122
0.9888657331466675,47,796
0.9886425137519836,47,265
0.9876836538314819,47,302
0.9858403205871582,47,658
0.9849203824996948,47,30
0.9848020076751709,47,147
0.9835827350616455,47,335
0.9834389686584473,47,359
0.983327329158783,47,721
0.982155442237854,47,8
0.9814164042472839,47,128
0.9813639521598816,47,146
0.9805573225021362,47,377
0.9787410497665405,47,58
0.9776942729949951,47,135
0.9776570796966553,47,311
0.9772647619247437,47,127
0.999142587184906,48,403
0.9937428832054138,48,288
0.9917321801185608,48,360
0.989775538444519,48,339
0.9887372255325317,48,27
0.9881842136383057,48,254
0.9875500798225403,48,755
0.9873673915863037,48,223
0.9827016592025757,48,379
0.9813369512557983,48,365
0.9813064932823181,48,492
0.9808667898178101,48,375
0.9787816405296326,48,163
0.9780426621437073,48,196
0.9777686595916748,48,386
0.977558970451355,48,33
0.9752810597419739,48,337
0.9746114015579224,48,19
0.9720544219017029,48,286
0.9710685014724731,48,324
0.9999830722808838,49,97
0.9993540048599243,49,1064
0.997385561466217,49,148
0.9971302151679993,49,320
0.9968850016593933,49,89
0.9962136149406433,49,562
0.9955726861953735,49,300
0.9949334263801575,49,551
0.994717001914978,49,541
0.9938663244247437,49,396
0.9929311871528625,49,63
0.9928432106971741,49,650
0.9926098585128784,49,969
0.9925979971885681,49,830
0.9924390316009521,49,247
0.9920907020568848,49,179
0.9918843507766724,49,901
0.9914260506629944,49,56
0.9905619025230408,49,805
0.9902778267860413,49,663
0.9845787882804871,50,798
0.9824682474136353,50,444
0.9811542630195618,50,976
0.9802326560020447,50,696
0.9768757820129395,50,806
0.9757680892944336,50,293
0.9702280163764954,50,1032
0.9676119089126587,50,589
0.9642617702484131,50,869
0.9623474478721619,50,614
0.9614444375038147,50,14
0.9607324600219727,50,242
0.9601845145225525,50,751
0.9588096737861633,50,1066
0.9567905068397522,50,292
0.9565723538398743,50,684
0.9548727869987488,50,460
0.9530142545700073,50,784
0.9510559439659119,50,980
0.947651743888855,50,946
0.9999577403068542,51,940
0.9998478293418884,51,24
0.9993574023246765,51,746
0.9992711544036865,51,31
0.9992491602897644,51,41
0.9991730451583862,51,349
0.9988027215003967,51,336
0.9976019859313965,51,709
0.997199535369873,51,385
0.9970236420631409,51,432
0.9962863326072693,51,117
0.9961138367652893,51,743
0.9959007501602173,51,0
0.9957045912742615,51,685
0.9956284761428833,51,167
0.9950788617134094,51,163
0.9947998523712158,51,324
0.994304358959198,51,88
0.9928195476531982,51,355
0.9926825761795044,51,187
0.9984543323516846,52,19
0.9981279373168945,52,304
0.9979131817817688,52,296
0.9977728128433228,52,273
0.9976003170013428,52,5
0.9969424605369568,52,44
0.9969171285629272,52,70
0.996859610080719,52,99
0.9968494772911072,52,169
0.9957789778709412,52,27
0.9949063658714294,52,339
0.9948437809944153,52,288
0.994530975818634,52,33
0.9943855404853821,52,196
0.9935044646263123,52,16
0.9923604130744934,52,709
0.9920433163642883,52,432
0.9919638633728027,52,349
0.9912197589874268,52,375
0.9912163615226746,52,336
0.9998630285263062,53,918
0.9995636940002441,53,142
0.9993979930877686,53,285
0.9987384080886841,53,217
0.9987316727638245,53,370
0.9986775517463684,53,260
0.9983038306236267,53,226
0.9982987642288208,53,246
